ID,CLASSIFIED,TYPE,SUMMARY
JCR-2980,BUG,BUG,Nodes that have properties marked for async extraction should be available for querying
JCR-2514,NUG,IMPROVEMENT,spi2dav Drop Q DefinitionImpl implementations and use spi-commons Q DefinitionBuilder
JCR-479,BUG,BUG,incorrect definition of built-in node type nt hierarchyNode
JCR-49,BUG,BUG,SQL query with jcr path LIKE foo only selects children
JCR-2770,NUG,BUG,Initial size of ConcurrentCache depends on number of segments available processors
JCR-2681,BUG,BUG,XMLPersistanceManager doesn t preserve a property s multiValued attribute
JCR-1327,NUG,IMPROVEMENT,SPI POM improvements
JCR-1591,NUG,,JSR 283 NodeType Management
JCR-2413,BUG,BUG,AlreadyClosedException on initial index creation
JCR-2864,NUG,IMPROVEMENT,Use out-of-process text extraction
JCR-621,NUG,RFE,create jcr-browser contrib project
JCR-2529,BUG,BUG,jcr2spi Remove sanityCheck from ItemImpl.getSession
JCR-889,NUG,RFE,Add bundle support for PostgreSQL
JCR-1706,BUG,BUG,Fix unexpected behavior of Text.getName
JCR-692,NUG,BUG,XMLPersistenceManager fails after creating too many directories on linux
JCR-2643,NUG,IMPROVEMENT,Avoid item state reads during Session.logout
JCR-1533,NUG,IMPROVEMENT,Update POI dependency to 3.0.2-FINAL
JCR-1203,NUG,IMPROVEMENT,Reorganize test suites
JCR-1863,NUG,IMPROVEMENT,Create jackrabbit-parent
JCR-454,BUG,BUG,Query with document order fails when result set size caching hierarchy manager size
JCR-821,BUG,BUG,Document View Import ISO 9075-encoded element attribute names may lead to illegal node property names
JCR-625,BUG,BUG,Memory is not freed up when jackrabbit-server war is redeployed in tomcat
JCR-1609,NUG,,JSR 283 new Property Types
JCR-1179,BUG,BUG,Event filtering by path not working as specified
JCR-1444,BUG,BUG,The getOutputStream of the MemoryFileSystem class can replace a folder with a newly created file
JCR-2841,NUG,IMPROVEMENT,Avoid path resolution in case of non-wildcard ACEs follow-up to JCR-2573
JCR-1175,NUG,IMPROVEMENT,Test cases for all FileSystem implementations
JCR-1248,NUG,RFE,Helper Method to escape illegal XPath Search Term
JCR-132,NUG,,BindableRepositoryFactory requires exact resource type
JCR-1947,NUG,,JSR 283 Node Type Attribute Subtyping Rules
JCR-1978,NUG,IMPROVEMENT,Clean up spi-commons pom.xml
JCR-749,NUG,IMPROVEMENT,Add myqsql ddl for clustering DatabaseJournal
JCR-2429,BUG,BUG,Clustering is broken due to duplicated CachingPersistenceManager interface
JCR-3234,BUG,BUG,QueryStat getPopularQueries doesn t set the proper position
JCR-1575,NUG,IMPROVEMENT, PATCH cleanup unwanted stream closing that isn t used
JCR-1213,NUG,IMPROVEMENT,UUIDDocId cache does not work properly because of weakReferences in combination with new instance for combined indexreader
JCR-786,NUG,BUG,OracleBundlePersistenceManager needs special blob handling for JDBC drivers prior to oracle 10
JCR-3161,NUG,IMPROVEMENT,Add JcrUtils.getPropertyTypeNames
JCR-2962,BUG,BUG,InputStream not being explicitly closed
JCR-2246,NUG,IMPROVEMENT,Deprecate remove unused FileSystem features such as RandomAccessOutputStream
JCR-2829,BUG,BUG,Offset not working correctly in user group query when restricting to group members
JCR-1460,NUG,BUG,Typo in repository.xml
JCR-437,BUG,BUG,Restoring a node which has OPV Version children fails if they are not versionable
JCR-66,NUG,IMPROVEMENT,refactoring of DavSession acquisition in jcr-server
JCR-2814,NUG,IMPROVEMENT,Login performance drop when using DefaultAccessManager
JCR-1323,BUG,BUG,When using QueryImpl.setLimit and QueryImpl.setOffset then NodeIterator.getSize reports wrong size
JCR-1797,NUG,IMPROVEMENT,SPI RepositoryService.getItemInfos should be allowed to return entries outside of the requested tree.
JCR-548,NUG,RFE,Node type documentation tool NTDoc
JCR-694,NUG,IMPROVEMENT,Remove query handler idleTime
JCR-1437,NUG,RFE,add framework for performance tests
JCR-2059,NUG,,JSR 283 Access Property Node from Session
JCR-2244,BUG,BUG,NodeDefinitionTemplateImpl.setDefaultPrimaryTypeName null throws exception
JCR-955,NUG,IMPROVEMENT, PATCH jackrabbit-webapp pom.xml patch to create an additional jar artifact
JCR-851,NUG,IMPROVEMENT,Handling of binary properties streams in QValue interface
JCR-2876,NUG,IMPROVEMENT,org.apache.jackrabbit.server.io.IOUtil getTempFile misses dot in tmp suffix
JCR-750,NUG,RFE, Patch Adding history tab completion status info command and masked password input for jcr-commands
JCR-1984,NUG,IMPROVEMENT,UserManagement Limit set of properties exposed by AuthorizableImpl
JCR-1957,NUG,IMPROVEMENT,Move common validation checks to a single place
JCR-2169,BUG,BUG,BundleDbPersistenceManager consistencyFix doesn t fix missing non system childnode entries of the root node
JCR-382,BUG,BUG,Setting WebDAV property without value causes NPE in DAVResourceImpl
JCR-2736,NUG,BUG,Exception messages in AuthorizableImpl include full tracebacks at warn level.
JCR-1915,NUG,BUG,Node.setPrimaryNodeType should only redefine child-definitions that are not covered by the new effective nt
JCR-2111,NUG,,JSR 283 Node Identifier
JCR-2408,BUG,BUG,Mixin removal exception
JCR-3212,NUG,,add TCK test for Info map of NODE MOVED event on node reordering
JCR-1178,NUG,IMPROVEMENT,Rethrow exception with cause in BundleDbPersistenceManager
JCR-3107,NUG,IMPROVEMENT,Speed up hierarchy cache initialization
JCR-2738,NUG,IMPROVEMENT,allow AbstractFileSystemTest.getFileSystem to throw an Exception
JCR-1607,NUG,RFE,Add a NamespaceHelper in jcr-commons
JCR-1887,NUG,IMPROVEMENT,msoffice text extractor for office 2007 files
JCR-2552,BUG,BUG,Creating a node of type nt hierarchyNode or derived on a JCR 1.0 compliant repository fails
JCR-1898,NUG,IMPROVEMENT,Replace customized QueryParser.jjt
JCR-303,NUG,RFE,Add JCR-RMI documentation to the Jackrabbit web site
JCR-3066,NUG,IMPROVEMENT,Use only one scheduler for repository tasks
JCR-2534,BUG,BUG,jcr-server NPE in SearchResourceImpl if PathValue path is null
JCR-3136,NUG,IMPROVEMENT,Add m2e lifecycle mappings for Eclipse Indigo
JCR-2708,NUG,IMPROVEMENT,Merge jcr-benchmark into the performance test suite
JCR-1093,NUG,IMPROVEMENT,Separate initial index creation from MultiIndex construction
JCR-296,NUG,,More details for beginners
JCR-717,NUG,IMPROVEMENT,Upgrade to SLF4J 1.3
JCR-1717,NUG,RFE,Configure occurrence of property value in excerpt
JCR-653,NUG,BUG,Some Workspace tests require a second workspace
JCR-1404,NUG,IMPROVEMENT,javadoc writing and generation with mvn
JCR-3009,BUG,BUG,Prefix fulltext queries with Japanese or Chinese characters fail to match
JCR-3146,NUG,IMPROVEMENT,Text extraction may congest thread pool in the repository
JCR-780,NUG,BUG,Simultaneous updates by multiple sessions might not appear in the journal
JCR-2417,BUG,BUG,RepositoryException when using BindVariables in JCR-SQL2 CONTAINS
JCR-2900,NUG,BUG,DbClusterTest failure due to network configuration
JCR-2844,BUG,BUG,MaxCount not working correctly in user group query when restricting to group members
JCR-2217,NUG,IMPROVEMENT,Enable DataStore in default configuration
JCR-1113,NUG,IMPROVEMENT,Refactor the Mapper DescriptotReader classes
JCR-1963,NUG,IMPROVEMENT,Determination of property state difference should skip binary values
JCR-2266,NUG,IMPROVEMENT,Skip deployment of jackrabbit-standalone
JCR-1769,NUG,IMPROVEMENT,RFC4918 feature PROPFIND include
JCR-975,NUG,IMPROVEMENT,NodeImpl.checkin calls save three times
JCR-584,NUG,IMPROVEMENT,Improve handling of concurrent node modifications
JCR-2537,NUG,BUG,spi2davex clear uri-lookup after removing node identified with uniqueID
JCR-398,NUG,IMPROVEMENT,maven2 repository
JCR-75,NUG,RFE,JCR taglib
JCR-3138,NUG,IMPROVEMENT,Skip sync delay when changes are found
JCR-3133,NUG,,Query Stats should use the TimeSeries mechanism
JCR-1948,NUG,IMPROVEMENT,Let the AbstractISMLockingTest tests fail properly
JCR-2979,NUG,IMPROVEMENT,Deprecate RepositoryService.getNodeInfo method
JCR-159,BUG,BUG,JCR-RMI UnmarshalException when calling getProperty
JCR-1332,BUG,BUG,CLONE -Aggregate include ignored if no primaryType set
JCR-1561,NUG,RFE,New MsOutlook Message Extractor
JCR-1494,NUG,IMPROVEMENT, PATCH XPathQueryBuilder reports misleading column numbers for faulty queries
JCR-2995,NUG,IMPROVEMENT,jcr2spi create ChangePolling thread on demand
JCR-3181,NUG,IMPROVEMENT,add test case for recovering from broken version history hierarchy
JCR-2116,NUG,,JSR 283 Built-In Node Types
JCR-2503,BUG,BUG,inconsistent session and persistent state after ReferentialIntegrityException
JCR-2778,BUG,BUG,Node.removeMixin fails if the mixin defines a protected child node
JCR-507,NUG,BUG,TCK NodeTest testMixinTypesProtected incorrectly fails
JCR-54,NUG,IMPROVEMENT,Remove JDOM dependency
JCR-408,BUG,BUG,RowIterator view of result for query only returns jcr path column
JCR-2024,NUG,BUG,Bundle cache is not cleared when BundlePersistenceManager is closed
JCR-2506,NUG,IMPROVEMENT,Stop text extraction when the maxFieldLength limit is reached
JCR-2490,BUG,BUG,jackrabbit wrongly think nodetype is changed on nodetype re-registration
JCR-3174,BUG,BUG,Destination URI should be normalized
JCR-1824,NUG,IMPROVEMENT,Change log level for text extractor timeout
JCR-3115,BUG,BUG,Versioning fixup leaves persistence in a state where the node can t be made versionable again
JCR-330,NUG,IMPROVEMENT,Include the README file in the generated jar files
JCR-2478,NUG,IMPROVEMENT,Improve logging in LazyItemIterator prefetchNext
JCR-2883,BUG,BUG,Node.orderBefore and JackrabbitNode.rename should check for ability to modify children-collection on parent node
JCR-385,BUG,BUG,ClassCastExeption when executing union queries
JCR-624,BUG,BUG,OutOfMemoryError When repeat login and the logout many times
JCR-238,BUG,BUG,workspace.copy causes 2 nodes in the same workspace to have the same version history
JCR-2869,BUG,BUG,AccessControlManager setPolicy may fail for new applicable policy despite jcr modifyAccessControl privilege being granted
JCR-1954,NUG,IMPROVEMENT,DataStore gc.stopScan should be optional
JCR-2852,NUG,IMPROVEMENT,Support multi-selector OR constraints in join queries
JCR-2563,NUG,RFE,Add UserManager.createGroup String groupID method
JCR-285,NUG,BUG,Line-separator differences cause PredefinedNodeTypeTest to fail on different operating systems.
JCR-474,NUG,IMPROVEMENT,Introduce SecurityConfig for better extensability.
JCR-2317,NUG,IMPROVEMENT,Lower log level for index updates from queue
JCR-396,BUG,BUG,RMI published Repository using the jcr-rmi library gets lost over time
JCR-1691,NUG,IMPROVEMENT,Includes new old mimetypes that OpenOfficeTextExtractor can handle
JCR-2002,NUG,IMPROVEMENT,Support system property to define the DefaultTransactionTimeout for a XASession
JCR-832,BUG,BUG,BundleDBPersistenceManager does not free blobStore resources
JCR-1649,NUG,IMPROVEMENT,Separate NOTICEs and LICENSEs for binary and source packages
JCR-1204,NUG,IMPROVEMENT,Redesign SPI observation
JCR-1454,BUG,BUG,NullPointerException may be thrown when trying to enumerate observation event listeners
JCR-3095,BUG,BUG,Move operation may turn AC caches stale
JCR-761,BUG,BUG,JCA build failure with J2EE 1.3
JCR-1559,BUG,BUG,Null Pointer Exception while looking for a DavProperty that hasn t been set
JCR-3027,BUG,IMPROVEMENT,JCR Server has concurrency issues on JcrWebdavServer.SessionCache internal HashMap caches
JCR-957,NUG,IMPROVEMENT,Set jcr and servlet-api dependency scope to provided
JCR-1592,NUG,,JSR 283 Activities
JCR-1177,NUG,IMPROVEMENT,Move jackrabbit trunk contrib to jackrabbit sandbox
JCR-455,BUG,BUG,InternalXAResource.rollback can be called twice and without prepare
JCR-1251,NUG,IMPROVEMENT,DescendantSelfAxisQuery creates too many object instances
JCR-3139,BUG,BUG,missing sync in InternalVersionManagerImpl.externalUpdate can cause ConcurrentModificationException
JCR-998,NUG,RFE,Annotation based implementation of jackrabbit ocm
JCR-891,NUG,RFE,Add import-export tool
JCR-400,NUG,BUG,PROPPATCH error marshalling when the resource can t be modified in general
JCR-280,BUG,BUG,JCR-Server IllegalArgumentException when retrieving DateHeader
JCR-2004,NUG,,Update SPI locking to match JCR 2.0
JCR-2865,BUG,BUG,a dead lock in DefaultISMLocking
JCR-2270,BUG,BUG,Restoring a deleted version does not work throws Exception
JCR-272,BUG,BUG,Removal of versions throws javax.jcr.ReferentialIntegrityException
JCR-2432,BUG,IMPROVEMENT,Escape colon in statement of jcr contains
JCR-2569,NUG,RFE,Implement jcr-jackrabbit ... repository URIs
JCR-3076,NUG,IMPROVEMENT,Mandatory authentication prevents webdav client connections
JCR-1877,NUG,RFE,the spi2dav sandbox project should be put into a common release cycle
JCR-2236,BUG,BUG,Malformed excerpt if content contains markup and no highlights found
JCR-2836,NUG,BUG,Unclosed threads in Jackrabbit
JCR-2138,BUG,BUG,Prevent persistence of faulty back-references
JCR-1798,NUG,IMPROVEMENT,JCR2SPI Avoid individual Item reloading upon Session Item.refresh true
JCR-160,BUG,BUG,Query index not in sync with workspace
JCR-1627,NUG,BUG,pom.xml in sandbox spi has wrong scm url
JCR-614,NUG,BUG,Weird locking behaviour in CachingHierarchyManager
JCR-242,BUG,BUG,registration of new namespace does not respect existing session mappings
JCR-3222,NUG,IMPROVEMENT,Allow servlet filters to specify custom session providers
JCR-1345,BUG,BUG,ClassCastException when updating properties using WebDAV
JCR-247,NUG,IMPROVEMENT,Child axis support for XPath predicates
JCR-333,BUG,BUG,NodeTypeDef depends on supertype ordering
JCR-973,BUG,BUG,XML import using MacOS X WebDAV client does not work
JCR-2188,NUG,IMPROVEMENT,Parallelize tests
JCR-1159,NUG,IMPROVEMENT,SPI improve description of locking methods on RepositoryService
JCR-2887,NUG,IMPROVEMENT,Split PrivilegeRegistry in a per-session manager instance and a repository level registry
JCR-1543,NUG,IMPROVEMENT,Improve reliability of canAddMixin
JCR-8,NUG,BUG,Multiple PropertyDefs with same name not possible
JCR-788,NUG,IMPROVEMENT,Upgrade to Lucene 2.2
JCR-1658,BUG,BUG,Executing query throws UnsupportedRepositoryOperationException LEVEL 2 SUPPORTED for a level 1 only implementation
JCR-32,BUG,BUG,sysview export import of multivalue properties seems not to work
JCR-1233,NUG,IMPROVEMENT,Create org.apache.jackrabbit.core.id
JCR-3184,NUG,IMPROVEMENT,extend ConsistencyChecker API to allow adoption of orphaned nodes to a to-be-specified parent node
JCR-373,NUG,BUG,all references to incubator need to be replaced with new locations
JCR-353,BUG,BUG,TransientRepository does not shutdown if first login fails
JCR-125,BUG,BUG,Repository holds onto Session instance after logout
JCR-1331,NUG,BUG,Improper deprecation of Locked class
JCR-1739,NUG,IMPROVEMENT,Do not use deletable anymore
JCR-306,NUG,IMPROVEMENT,repositoryConfig should use setter for its internal components
JCR-39,BUG,BUG,document view importXML fails on protected property jcr primaryType
JCR-1580,NUG,BUG,Typo in PropertyDefinitionTemplate
JCR-929,BUG,BUG,Under Heavy load in a Cluster HTTP Threads Block and stall requests
JCR-1095,NUG,BUG,ReferencesPropertyTest can t deal with multivalued reference properties
JCR-553,BUG,BUG,problem in jcr-server project.properties dependencies
JCR-2026,BUG,BUG,DbDataStore garbage collection deadlock
JCR-429,BUG,BUG,Session scoped lock not always removed on Session.logout
JCR-2206,NUG,IMPROVEMENT,Replace NodeReferencesId with NodeId
JCR-772,BUG,BUG,Merging between workspaces fails
JCR-2862,BUG,BUG,Jackrabbit logs a NullPointerException on shutdown if the version manager wasn t initialized
JCR-270,BUG,BUG,Importer drops jcr xmlcharacters fields after a large jcr xmlcharacters entry
JCR-1550,NUG,IMPROVEMENT,Remove ItemInfo.getName since it is redundant
JCR-898,NUG,IMPROVEMENT,Improve excerpt fragments
JCR-568,BUG,BUG,incorrect jcr uuid on frozen subnode
JCR-2810,BUG,BUG,Error creating DB2 table for Journaling
JCR-3172,NUG,IMPROVEMENT,implement PERSIST events for the EventJournal
JCR-1545,BUG,BUG,webapp troubleshooting.jsp fails
JCR-2716,NUG,IMPROVEMENT,OracleDatabaseJournal should assume Oracle defaults
JCR-10,BUG,BUG,save might create new transient properties
JCR-1295,NUG,RFE,Tablespace Filegroup support for MS SQL Server
JCR-1523,NUG,RFE, PATCH png apng mng text extractor
JCR-1495,BUG,BUG,NamespaceAdder.addNamespace throws ClassCastException
JCR-2287,BUG,BUG,Mandatory jcr activities node missing after upgrade
JCR-2048,BUG,BUG,Workspace is shut down while creating initial index
JCR-1359,BUG,BUG,Adding nodes from concurrently running sessions cause exceptions
JCR-2672,NUG,IMPROVEMENT,Cache also failed principal lookups
JCR-2327,NUG,IMPROVEMENT,java.util.UUID.fromString too slow
JCR-2772,NUG,IMPROVEMENT,replacing an extended mixin with it s supertype is problematic
JCR-304,NUG,TASK,Set up a release goal in Maven
JCR-95,NUG,IMPROVEMENT,Build instructions for contributions
JCR-2038,NUG,IMPROVEMENT,Lower log level in o.a.j.jcr2spi.query.NodeIteratorImpl
JCR-2063,BUG,BUG,FileDataStore garbage collection can delete files that are still needed
JCR-415,NUG,IMPROVEMENT,Enhance indexing of binary content
JCR-2684,BUG,BUG,Setting Query.setOffset passed the results total returns negative getSize instead of zero
JCR-3019,NUG,IMPROVEMENT,RepositoryImpl.activeSessions should use Session instead of SessionImpl
JCR-1765,NUG,IMPROVEMENT,Config make all elements in the security configuration optional
JCR-2832,BUG,BUG,Crash when adding node to cluster with big journal on PSQL DB
